url|id_auteur|auteur|sexe|pays|haiku
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=873&lg=f|cesa-jc|Jean-Claude César|H|France|Arbres de Judée en fleurs-\\brumes et brouillard\\sur la papauté
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6747&lg=f|said-n|Nidal Saidi|H|Algérie|seul sur la plage\\quelques grains de sable\\rentrent avec moi
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=359&lg=f|kolo-a|Angelika Kolompar Renville|F|Canada|   Ouvrant le brouillard\\   le nez bleu du ferry\\   de retour
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6555&lg=f|mena-pd|Paul David Mena|H|USA|crépuscule d'été --\\les instructions\\pour mes cendres
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5629&lg=f|mare-g|Gérard Maréchal|H|France|nuit de gel ~\\ma dernière salade au frais\\dans le frigidaire
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=4873&lg=f|gabr-d|Damien Gabriels|H|France|repas de l'an -\\quelques miettes\\au creux de la main
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6173&lg=f|quin-p|Philippe Quinta|H|France|vallée brumeuse -\\les parois se renvoient\\les cris des choucas
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6688&lg=f|bouc-h|Hélène Bouchard|F|Canada|dans mon miroir\\le visage de ma grand-mère\\déjà
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=731&lg=f|supo-l|Lucia Supova|F|Luxembourg|film sur Matisse\\-- il coupe le papier bleu\\et le reflet de mon frère
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5674&lg=f|gabr-d|Damien Gabriels|H|France|ratissée\\avec les feuilles mortes\\l'aile d'un papillon
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=526&lg=f|cesa-jc|Jean-Claude César|H|France|Les ombres des entants\\d'un feu à l'autre-\\ciel étoilé
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6869&lg=f|beau-m|Micheline Beaudry|F|Canada|midi ensoleillé\\l'espace entre nous\\se remplit de chaleur
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=1349&lg=f|geer-m|Marius Geerts|H|theNetherlands|trempés\\dans le vieux marc\\on se câline --
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5528&lg=f|mcdo-j|John McDonald|H|Scotland(UK)|Tai Chi -\\dugs reeng'm yowlin\\...dae they snowk teeger?
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=2889&lg=f|brul-g|Gilles Brulet|H|France|couchant d'automne -\\j'engloutis le dernier quartier\\de ma mandarine
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=638&lg=f|kolo-a|Angelika Kolompar Renville|F|Canada|   matin d'octobre\\   une nouvelle paire de bas de laine\\   dans mes pieds si froids
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7948&lg=f|mout-a|Abelhak  Moutachaoui Abdou|H|Maroc|Vent du nord\\vent du sud\\l'odeur de la mer dans les champs
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6628&lg=f|pell-l|Luce Pelletier|F|Canada|chercher la mélodie\\dans le grelet des grillons -\\nuit blanche
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6307&lg=f|gabr-d|Damien Gabriels|H|France|ménage de printemps -\\elle époussette en passant\\le crâne du Bouddha
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7375&lg=f|creu-c|Coralie Berhault Creuzet |F|France|canicule -\\sur la terre sèche\\l'ombre du puits
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6668&lg=f|tome-s|Serge Tomé|H|Belgique|Route des Baleines\\ce rocher noir à bosse\\au ras de l'eau
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=4860&lg=f|mena-pd|Paul David Mena|H|USA|je dépoussière\\les lumières de Noël --\\lune gibbeuse
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=758&lg=f|vanm-r|Robert Van Muylder|H|Belgique|tout le ciel\\pour le peintre du dimanche\\-- avant l'orage
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=3205&lg=f|sorl-w|William Sorlien|H|USA|nuit de Noël\\le petit magasin du coin\\tarde à fermer
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7157&lg=f|somp-p|Patrick Somprou|H|France|Courbés sous l’averse\\les fleurs de la glycine\\tes seins plus lourds
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=3432&lg=f|mena-pd|Paul David Mena|H|USA|lune décroissante --\\une affiche écrite à la main dit :\\"chien perdu"
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=1711&lg=f|vanm-r|Robert Van Muylder|H|Belgique|une île\\sur papier glacé glissée\\sous la porte
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6128&lg=f|alsa-m|Mohamad Alsari|H|Syria|premières écritures\\sur le nouveau mur de l'école\\pluie de printemps
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=4995&lg=f|mena-pd|Paul David Mena|H|USA|bitter wine --\\time for that conversation\\about Mom
