url|id_auteur|auteur|sexe|pays|haiku
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7210&lg=f|nica-r|Ruth Nicaise|F|Belgique|Mer du Nord\\sur la gaufre sucrée \\un peu de sel
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7965&lg=f|klac-n|Nicholas David Klacsanzky |H|Ukraine|orage d'été . . .\\je remets le scarabée\\sur ses pattes
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5823&lg=f|dumo-g|Gérard Dumon|H|France|fin du jour\\il ferme le poulailler\\entre chien et loup
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=3384&lg=f|hell-e|Eric Hellal|H|France|premières chaleurs -\\j'essaye de dénombrer\\les taches de rousseur
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=3763&lg=f|gabr-d|Damien Gabriels|H|France|champs nus -\\la ligne à haute tension\\à pas de géants
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=2140&lg=f|macr-c|Carole MacRury|F|USA|résultats d'élection --\\des palourdes à marée basse\\crachent l'eau de mer
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=4892&lg=f|mena-pd|Paul David Mena|H|USA|crowded train --\\a clash\\of perfumes
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=974&lg=f|bilq-b|Bill Bilquin|H|Belgique|eau calme\\deux cygnes s'ébattent\\eau calme
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6554&lg=f|pell-l|Luce Pelletier|F|Canada|les motos\\roulent quatre par quatre -\\derniers jours d'août
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=2067&lg=f|quin-p|Philippe Quinta|H|France|Dernier jour d'été -\\Le calendrier arbore\\une lune noire
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=2890&lg=f|brul-g|Gilles Brulet|H|France|Bois de Vincennes\\Criminelle\\La neige tombe
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7354&lg=f|masm-s|Sarra Masmoudi|F|Tunisie|fraîcheur de Juin\\deux feuilles de menthe\\dans la limonade
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=8016&lg=f|wahi-h|Hamid Wahibi|H|Maroc|Quelle chance !\\Pas de poux.\\De son corps.
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=1273&lg=f|bilq-b|Bill Bilquin|H|Belgique|cinq heures du matin\\derrière l'épais brouillard\\l'odeur du pain frais
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5762&lg=f|mena-pd|Paul David Mena|H|USA|épiphanie -\\Jesus et Marie\\arrêtés à la frontière
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=3482&lg=f|hell-e|Eric Hellal|H|France|formation management -\\deux mésanges s'ébattent\\dans les roseaux
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=4800&lg=f|bilq-b|Bill Bilquin|H|Belgique|tram du soir\\son diamant sur le nez\\une étoile
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7378&lg=f|said-n|Nidal Saidi|H|Algérie|un petit caillou\\dans la tasse de l’aumône -\\sirocco
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=2387&lg=f|sprite| sprite|?|England|pleine lune\\la jeune mariée me dit\\qu'elle a été forcée
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5295&lg=f|kolo-a|Angelika Kolompar Renville|F|Canada|The morning birds\\such a clear sweet sound --\\making my bed
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=3465&lg=f|pade-l|Lydia Padellec|F|France|Brise marine\\sur le trottoir s'échappe\\l'ombre d'un cerf-volant
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5967&lg=f|mena-pd|Paul David Mena|H|USA|bloc d'écrivain --\\réchauffer\\les restes
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=4919&lg=f|gabr-d|Damien Gabriels|H|France|agenda haïku -\\des miettes de biscuit\\à la page de dimanche
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=1477&lg=f|ruau-j|Jean Ruaud|H|France|Boulevard Barbès\\femme en sari bleu nuit,\\début d'averse.
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=751&lg=f|vanm-r|Robert Van Muylder|H|Belgique|Abribus cassé\\Le top model s'échappe\\Eclats de verre
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7237&lg=f|masm-s|Sarra Masmoudi|F|Tunisie|ciel gris\\trois nouvelles étoiles\\sur le jasmin
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=2799&lg=f|asun-i|Isabel Asunsolo|F|France|tas de repassage - \\dans la jupe de l'été \\trois pignons de pins
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5949&lg=f|coud-b|Ben Coudert|H|France|changement d'heure -\\je rallonge mon café\\et ma nuit
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5547&lg=f|gabr-d|Damien Gabriels|H|France|allée du jardin -\\le demi-tour argenté\\d'une limace
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5014&lg=f|mena-pd|Paul David Mena|H|USA|crépuscule --\\cette chanson\\me fait encore pleurer
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5800&lg=f|holl-m|Mark Holloway|H|UK|left padlocked\\under streetlight\\orion's bike
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=2926&lg=f|mart-m|Michel Martin|H|France|Gaza\\avec les roquettes\\on fabrique des poêles à frire
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5589&lg=f|py-d|Daniel Py|H|France|pelle et balai\\les cœurs en papier\\parvis de la mairie
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7070&lg=f|bria-b|Brigitte Briatte|F|France|une île flottante\\à coups de petite cuillère -\\m'échapper du monde
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=8036&lg=f|alsa-m|Mohamad Alsari|H|Syria|Nostalgie\\premières gouttes de pluie\\sur le rail
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6172&lg=f|dumo-g|Gérard Dumon|H|France|son ventre énorme\\attend-elle la pleine lune\\la chatte qui dort
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5090&lg=f|holl-m|Mark Holloway|H|UK|pleine lune\\une poire pendue\\de ce côté du mur
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5259&lg=f|mart-m|Michel Martin|H|France|déjeuner sur la terrasse\\ses jambes décroisées\\rayon de soleil
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5856&lg=f|alsa-m|Mohamad Alsari|H|Syria|Village abandonné\\au long du chemin de fer\\les feuilles d'automne
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6965&lg=f|hoar-v|Vincent Hoarau|H|France|dimanche d'hiver -\\une machine à coudre\\fait ses premiers pas
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6799&lg=f|quin-p|Philippe Quinta|H|France|trombes d'eau -\\dans la pharmacie silencieuse\\le parfum des huiles essentielles
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=4145&lg=f|pell-j|Josette Pellet|F|Suisse|l'oeil triste du varan\\en sursis casserole\\comment l'oublier ?
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5008&lg=f|mena-pd|Paul David Mena|H|USA|surveillance de tornade --\\maintenant disponible\\en HD
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7947&lg=f|bikko| Bikko|H|France|fond de la piscine\\un vol de martinets noirs\\nage dans l’azur
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=3458&lg=f|sorl-w|William Sorlien|H|USA|lune d'août\\des gouttes de pluie sans nombre pour mesurer\\la longueur du jour
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5060&lg=f|holl-m|Mark Holloway|H|UK|(lunettes_de_soleilécouteurs &amp; le monde au delà)
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=178&lg=f|macr-c|Carole MacRury|F|USA|visite d'automne --\\sur les nouvelles de la guerre nous parlons\\de bébés . . .
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=678&lg=f|mena-pd|Paul David Mena|H|USA|planté là\\par une petite amie --\\étoile filante
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=4296&lg=f|gabr-d|Damien Gabriels|H|France|froid polaire -\\la pharmacienne recharge\\le distributeur de préservatifs
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6442&lg=f|mcdo-j|John McDonald|H|Scotland(UK)|vieux marin\\dans son fauteuil à bascule\\se souvenant de l'océan
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7361&lg=f|masm-s|Sarra Masmoudi|F|Tunisie|amandes amères~\\la plus joyeuse de écaleuses d'amandes\\n'a plus de nez
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=1141&lg=f|pelt-m|Marcel Peltier|H|Belgique|Petit soleil -\\au travers des vitres\\sales
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=2173&lg=f|bala-i|Israel Balan|H|Mexico|(aube du lundi --\\le silence\\des feux de signalisation)
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6335&lg=f|wart-j|Julie Warther|F|USA|peinture de nuages . . \\la pause avant\\de répondre "c'est bien"
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7542&lg=f|masm-s|Sarra Masmoudi|F|Tunisie|brouillard d'automne~\\une vague connaissance\\dans la nécrologie
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5510&lg=f|naga-l|Louis Nagara|H|France|sous la pluie sans fin\\sur la place grise\\les couleurs du manège
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6510&lg=f|darn-b|Brian Austin Darnell|H|USA|dans l'ombre du jardin\\le soleil marque\\le rouge de la crête du coq
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5706&lg=f|hoar-v|Vincent Hoarau|H|France|premier matin de l'an -\\le journal de la veille\\pour lancer le feu
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=2901&lg=f|hoar-v|Vincent Hoarau|H|France|marché d'hiver -\\toutes les racines\\sorties de terre
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=645&lg=f|kolo-a|Angelika Kolompar Renville|F|Canada|   (La mer change\\   le temps tourne au froid\\   rhum chaud et citron)
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=3777&lg=f|naga-l|Louis Nagara|H|France|en blouson noir\\sous des arbres\\aux fleurs roses
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=3485&lg=f|kolo-a|Angelika Kolompar Renville|F|Canada|(Dans l'obscurité du matin\\tasse de café en main\\regretter le soleil)
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=3463&lg=f|kolo-a|Angelika Kolompar Renville|F|Canada|(l'anniversaire de mon fils\\ne pas partager le gateau\\chasser la mouette)
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7363&lg=f|alsa-m|Mohamad Alsari|H|Syria|Les adieux\\son ombre dans\\ma valise
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7195&lg=f|brei-r|Richard Breitner|H|France|montée de chaleur -\\offerte ouverte sur le muret\\la glycine
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7367&lg=f|alex-m|Marlène Alexa|F|Egypte|bain parfumé\\les pommes vertes\\jusque dans l’oreiller
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=2524&lg=f|gabr-d|Damien Gabriels|H|France|place handicapés ~\\une voiture couverte\\de feuilles mortes
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6479&lg=f|mena-pd|Paul David Mena|H|USA|l'homme illuminé\\portant du rouge à lèvres\\sur son col
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6867&lg=f|hoar-v|Vincent Hoarau|H|France|soupe populaire -\\elle y plonge aussi\\la lune d'automne
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6275&lg=f|gabr-d|Damien Gabriels|H|France|matin du printemps\\dans l'allée de prunus\\une écume rose
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=2323&lg=f|mena-pd|Paul David Mena|H|USA|mars --\\un parapluie cassé\\traverse la rue
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=2941&lg=f|py-d|Daniel Py|H|France|une corneille\\répète son cri -\\matin du premier jour
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7092&lg=f|alsa-m|Mohamad Alsari|H|Syria|Gâteau rond\\la lune \\sur ta fenêtre
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5393&lg=f|fetu-p|Patrick Fetu|H|France|démarche féline\\à chacun de ses pas\\la soie chuchote
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=1936&lg=f|quin-p|Philippe Quinta|H|France|La luciole/au fond du bocal fermé/s'est éteinte
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=2078&lg=f|cesa-jc|Jean-Claude César|H|France|le trou de la sécu-\\le chemisier rose pale\\de la pharmacienne
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5158&lg=f|holl-m|Mark Holloway|H|UK|Mousse sur les tuiles\\du toit. D'abord un chat\\puis un autre
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=35&lg=f|chev-h|Henri Chevignard|H|France|multicolore\\la lessive des voisins - \\pommiers en fleurs
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5833&lg=f|dufl-m|Michel Duflo|H|France|longue douche –\\les tout derniers instants\\de la savonnette
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=4179&lg=f|dute-d|Danièle Duteil|F|France|toute la nuit\\la pluie sur la vitre\\des moutons plein la tête
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6102&lg=f|sang-r|Rahmatou Sangotte|F|France|caramels mous -\\sur ma peau la morsure\\des grêlons
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5618&lg=f|hoar-v|Vincent Hoarau|H|France|cent feuilles rouges\\tombées sur le sol -\\le froid de novembre
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6274&lg=f|duc-h|Hélène Duc|F|France|ma mère m’appelle\\par le prénom de ma soeur morte\\retour des oies sauvages
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=1469&lg=f|rais-c|Carol Raisfeld|F|USA|sur sa nuque\\des gouttes de pluie\\que je suis doucement vers le bas
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6514&lg=f|darn-b|Brian Austin Darnell|H|USA|quelque soit le temps,\\son doux sourire – \\le bouddha du jardin
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=2412&lg=f|quin-p|Philippe Quinta|H|France|Nuit blanche ~\\Jusqu'au rouge sur le mur\\du moustique
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5740&lg=f|hoar-v|Vincent Hoarau|H|France|brouillard d'hiver -\\se chauffer à la voix\\de Bessie Smith
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=4279&lg=f|serj-d|David Serjeant|H|UK|the police car slows -\\suburban foxes\\looting from bins
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=1836&lg=f|vass-f|Franck Vasseur|H|France|plongés dans le noir\\à la lueur de la flamme\\juste les gros titres
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6156&lg=f|alsa-m|Mohamad Alsari|H|Syria|ablation du sein\\entre la vie et la mort\\le tatouage du papillon
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5593&lg=f|gabr-d|Damien Gabriels|H|France|soleil d'octobre -\\l'éclair d'un rouge-gorge\\dans le grand pin noir
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5653&lg=f|naga-l|Louis Nagara|H|France|ne pas faire son lit\\le défaire\\jour de retour
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=3526&lg=f|gabr-d|Damien Gabriels|H|France|fin de manif -\\les pigeons reprennent\\possession de la place
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5515&lg=f|gabr-d|Damien Gabriels|H|France|pneus regonflés -\\le grain de la route\\chante juste
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=503&lg=f|sprite| sprite|?|England|première neige\\le demandeur d'asile\\pense au pays
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=4642&lg=f|gabr-d|Damien Gabriels|H|France|éclaircie -\\un papillon blanc\\traverse la rue
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=2244&lg=f|bala-i|Israel Balan|H|Mexico|lumière de l'an neuf --\\poussière d'un jour\\sur mon clavier
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7075&lg=f|creu-c|Coralie Berhault Creuzet |F|France|neige fraîche...\\je change\\de rouge à lèvres
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5542&lg=f|holl-m|Mark Holloway|H|UK|Lourdes les têtes de tournesols noircis, je me demande, combien de temps me reste.
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5959&lg=f|quin-p|Philippe Quinta|H|France|nuit d'hiver -\\la tisane\\pissée cinq fois
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=4007&lg=f|kolo-a|Angelika Kolompar Renville|F|Canada|Un autre jour sans lui\\elle regrette toutes ces petites choses\\toujours, le soleil se lève
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5460&lg=f|gabr-d|Damien Gabriels|H|France|premières chaleurs -\\un moineau visite\\les gouttières du quartier
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6363&lg=f|holl-m|Mark Holloway|H|UK|étincelles\\dans la chaleur du bleu\\des libellules
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5291&lg=f|kolo-a|Angelika Kolompar Renville|F|Canada|Lourde pluie de mars\\les jonquilles laissent pendre leurs têtes\\mes pensées lourdes
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6647&lg=f|tome-s|Serge Tomé|H|Belgique|fil barbelé\\entre le veau et moi\\regards
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7897&lg=f|lahl-m|Meryem Lahlou|F|Maroc|Le vent traverse le jardin.\\Sur la corde à linge.\\Toutes mes robes sont enceintes.
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5632&lg=f|dumo-g|Gérard Dumon|H|France|partout sous ses pas\\une chiffonnade de feuilles\\l'odeur de la vie
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5563&lg=f|gabr-d|Damien Gabriels|H|France|sentier côtier -\\le clapotis de l'eau\\dans la gourde
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5862&lg=f|alsa-m|Mohamad Alsari|H|Syria|Le village abandonné\\de la poignée de la porte\\des gouttes de pluie tombent
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5749&lg=f|serj-d|David Serjeant|H|UK|givre\\sur les restes d'un feu d'artifices\\jour du nouvel an
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7434&lg=f|darn-b|Brian Austin Darnell|H|USA|lonely evening;\\thunder\\rattles the windows
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=1000&lg=f|chev-h|Henri Chevignard|H|France|Ma laitue -\\choisie par mon épicier\\et tant de moucherons !
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=4891&lg=f|mena-pd|Paul David Mena|H|USA|dégel de mi-hiver --\\intact\\un ticket de loterie
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7990&lg=f|colp-v|Virginie Colpart|F|France|canicule\\sous nos corps immobiles\\la moiteur du lit
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7896&lg=f|gabr-d|Damien Gabriels|H|France|décès de ma grand-tante -\\un papillon blanc\\traverse le jardin
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=8005&lg=f|gabr-d|Damien Gabriels|H|France|odeur de paille sèche -\\les lumières d'une moissonneuse\\au fond de la nuit
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6914&lg=f|bikko| Bikko|H|France|courses de Noël\\des enfants dans les gravats\\plein les écrans
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6428&lg=f|dudo-d|Denise Dudon|F|France|nuit à la fenêtre\\constellations d'été\\odeur de la citronnelle
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=3508&lg=f|mena-pd|Paul David Mena|H|USA|new moon --\\a missing\\mouse trap
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5506&lg=f|supo-l|Lucia Supova|F|Luxembourg|curly morning clouds\\half round\\the moon and me
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=4908&lg=f|mcdo-j|John McDonald|H|Scotland(UK)|a murther\\craws\\gaitherin
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=323&lg=f|cayr-a|André Cayrel|H|France|après l'orage\\tout le monde en bave\\même l'escargot
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=4790&lg=f|bilq-b|Bill Bilquin|H|Belgique|fontaine vidée\\portée par le vent d'automne\\l'odeur de vase
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=144&lg=f|bilq-b|Bill Bilquin|H|Belgique|lentement\\le scarabée avance\\tempête de juin
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6205&lg=f|wart-j|Julie Warther|F|USA|ponctuant\\une nuit sans lune\\les cris des oies
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6546&lg=f|cesa-jc|Jean-Claude César|H|France|changement climatique____________\\quelques soutiens gorges léopards______ font leur apparition
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6738&lg=f|dumo-g|Gérard Dumon|H|France|fin de journée \\là-haut les mouettes\\encore au soleil
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=3658&lg=f|gabr-d|Damien Gabriels|H|France|la lune\\dans une flaque\\- presque pleine
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7999&lg=f|mare-g|Gérard Maréchal|H|France|chaleur moite-\\dans le potager l'éclat\\d'une luciole
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=1690&lg=f|pani-f|Francis Panigada|H|France|Place Saint Pierre\\Devant des vitrines d'objets religieux\\Dorment des sans abri
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=3359&lg=f|hoar-v|Vincent Hoarau|H|France|ciel sans nuage\\sous ma main la fraîcheur\\des azulejos
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5063&lg=f|holl-m|Mark Holloway|H|UK|ciels gris  les dernières roses roses de notre voisin par-dessus la clôture
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5321&lg=f|kolo-a|Angelika Kolompar Renville|F|Canada|la voix du chanteur semble noire\\dans le café enfumé
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5133&lg=f|holl-m|Mark Holloway|H|UK|double whisky\\quelque chose scintille\\dans le brouillard
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5702&lg=f|cayr-a|André Cayrel|H|France|Chaud réveillon\\Seins au balcon\\Place aux frissons
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=1526&lg=f|terr-a|Alain Terrienne|H|France|les deux moitiés\\d'un orvet
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=1631&lg=f|chev-h|Henri Chevignard|H|France|Sortie en mer\\Le chat contre la frisette\\à l'abri du vent
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=4897&lg=f|gabr-d|Damien Gabriels|H|France|sous un haïku\\d'hiver et de fumée blanche\\un insecte écrasé
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=3216&lg=f|mena-pd|Paul David Mena|H|USA|blue moon --\\I wonder where my children\\are tonight ?
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=934&lg=f|vass-f|Franck Vasseur|H|France|Cerises en mars\\L'été toute l'année\\Au supermarché
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6334&lg=f|wart-j|Julie Warther|F|USA|se joignant en silence\\à la conversation . . . \\les étoiles sur la prairie
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6410&lg=f|lour-k|Karyn Louryan |F|Belgique|saison des pluies\\— à défaut j'éclaire\\la bibliothèque
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=2986&lg=f|quin-p|Philippe Quinta|H|France|matin d'hiver \\je vide louche après louche\\les cendres du poêle
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7512&lg=f|gagn-c|Chase Gagnon|H|USA|lune automnale \\la brûlure du whiskey \\tu as laissée derrière toi
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5993&lg=f|wart-j|Julie Warther|F|USA|Ides de mars\\célébrer le retour\\des busards
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7653&lg=f|poir-j|Jimmy Poirier|H|Canada|repos dans la cour\\un peu de ciel\\dans son café
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5930&lg=f|bilq-b|Bill Bilquin|H|Belgique|station de metro\\les publicités comme seule lumière\\le jour après les bombes
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=2517&lg=f|bala-i|Israel Balan|H|Mexico|matin humide -\\une abeille flotte\\dans la fontaine
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7633&lg=f|gabr-d|Damien Gabriels|H|France|toits blancs de givre -\\le pied de basilic\\calciné
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=2411&lg=f|neko| nekojita|?|France|dans un grand sac\\deux tout petits lierres\\grimpent dans la rame
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7757&lg=f|dufl-m|Michel Duflo|H|France|entre deux averses\\la bouteille de saint-julien\\commence sa décrue
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=3816&lg=f|gabr-d|Damien Gabriels|H|France|mercredi des Cendres -\\la touffe de jonquilles\\s'apprête à fleurir
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=2983&lg=f|hoar-v|Vincent Hoarau|H|France|le vent du nord\\jusqu'au bout de mes doigts\\au fond de mes poches
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=3180&lg=f|sorl-w|William Sorlien|H|USA|no work today\\a carpenter ant wanders\\aimlessly
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5562&lg=f|supo-l|Lucia Supova|F|Luxembourg|(jeune mère fatiguée -\\des feuilles brunes\\tombent des arbres verts)
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6221&lg=f|hoar-v|Vincent Hoarau|H|France|rossignol -\\la maison de retraite\\écoute
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=1416&lg=f|mena-pd|Paul David Mena|H|USA|après quatre heures de sommeil\\la neige légère\\emplit une tasse vide
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=644&lg=f|kolo-a|Angelika Kolompar Renville|F|Canada|   (La couleur des iris bleus\\   change de nuance\\   pluie fine d'été)
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7576&lg=f|mcdo-j|John McDonald|H|Scotland(UK)|l'aube -\\pêcheur et araignée\\vérifient leurs filets
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7172&lg=f|rhut-s|Sharon Rhutaseljones|F|Africa|des pots remplis de boutons\\un journal\\les choses qu'elle a laissées
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=2306&lg=f|cres-jp|Jean-Paul Cresta|H|France|Supermarché,\\la clocharde toute tordue\\a  le Parkinson
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=3420&lg=f|mena-pd|Paul David Mena|H|USA|(chaleur étouffante --\\de nos nouveaux voisins\\la dispute)
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=2792&lg=f|quin-p|Philippe Quinta|H|France|vent de mer -\\d'une maison s'échappe\\la chanson du Titanic
