http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=735&lg=f | Lucia Supova | Luxembourg | rideau à moitié\\meubles d'une chambre éclairée\\-- traits gris de la demi-lune
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7796&lg=f | Gérard Dumon | France | temps glacial\\le four libère l'odeur\\de chocolat
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=1762&lg=f | Guy Vanden Broeck | Belgique | Sur le sol trempé\\des centaines de bogues -\\aucune étoile.
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=1201&lg=f | Robert Van Muylder | Belgique | Bouton du gilet\\Petit bruit sur l'asphalte\\Lune si proche
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=3065&lg=f | William Sorlien | USA | retour du froid\\les mélodies dissonnantes\\du camion du marchand de glace
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=3567&lg=f | Paul David Mena | USA | encore la pluie --\\une souris prise au piège\\entre les murs
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=3883&lg=f | Eric Hellal | France | sur la baigneuse\\un maillot à rayures\\- mer plate
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=4149&lg=f | Damien Gabriels | France | toilettes de la plage -\\la chasse d'eau emporte\\le bruit des vagues
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=1389&lg=f | Marylène Lallemand | France | so far from exams...
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5545&lg=f | John McDonald | Scotland (UK) | été indien -\\des abeilles\\les ombres longues
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=4874&lg=f | David Serjeant | UK | recyclée\\avec chaque bouteille\\la même résolution
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=8032&lg=f | Sarra Masmoudi | Tunisie | l'odeur de pain\\emplit la bourgade~\\lune de l'aube
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5266&lg=f | Angelika Kolompar Renville | Canada | je regarde au calendrier\\pour voir si c'est un jour spécial --\\Journée Internationale des Femmes
