,url,id_auteur,auteur,sexe,pays,haiku
1877,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7542&lg=f,masm-s,Sarra Masmoudi,F,Tunisie,brouillard d'automne~\\une vague connaissance\\dans la nécrologie
1878,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5510&lg=f,naga-l,Louis Nagara,H,France,sous la pluie sans fin\\sur la place grise\\les couleurs du manège
1879,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6510&lg=f,darn-b,Brian Austin Darnell,H,USA,dans l'ombre du jardin\\le soleil marque\\le rouge de la crête du coq
1880,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5706&lg=f,hoar-v,Vincent Hoarau,H,France,premier matin de l'an -\\le journal de la veille\\pour lancer le feu
1881,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=2901&lg=f,hoar-v,Vincent Hoarau,H,France,marché d'hiver -\\toutes les racines\\sorties de terre
1882,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=645&lg=f,kolo-a,Angelika Kolompar Renville,F,Canada,   (La mer change\\   le temps tourne au froid\\   rhum chaud et citron)
1883,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=3777&lg=f,naga-l,Louis Nagara,H,France,en blouson noir\\sous des arbres\\aux fleurs roses
1884,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=3485&lg=f,kolo-a,Angelika Kolompar Renville,F,Canada,(Dans l'obscurité du matin\\tasse de café en main\\regretter le soleil)
1885,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=3463&lg=f,kolo-a,Angelika Kolompar Renville,F,Canada,(l'anniversaire de mon fils\\ne pas partager le gateau\\chasser la mouette)
1886,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7363&lg=f,alsa-m,Mohamad Alsari,H,Syria,Les adieux\\son ombre dans\\ma valise
1887,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7195&lg=f,brei-r,Richard Breitner,H,France,montée de chaleur -\\offerte ouverte sur le muret\\la glycine
1888,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7367&lg=f,alex-m,Marlène Alexa,F,Egypte,bain parfumé\\les pommes vertes\\jusque dans l’oreiller
1889,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=2524&lg=f,gabr-d,Damien Gabriels,H,France,place handicapés ~\\une voiture couverte\\de feuilles mortes
1890,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6479&lg=f,mena-pd,Paul David Mena,H,USA,l'homme illuminé\\portant du rouge à lèvres\\sur son col
1891,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6867&lg=f,hoar-v,Vincent Hoarau,H,France,soupe populaire -\\elle y plonge aussi\\la lune d'automne
1892,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6275&lg=f,gabr-d,Damien Gabriels,H,France,matin du printemps\\dans l'allée de prunus\\une écume rose
1893,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=2323&lg=f,mena-pd,Paul David Mena,H,USA,mars --\\un parapluie cassé\\traverse la rue
1894,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=2941&lg=f,py-d,Daniel Py,H,France,une corneille\\répète son cri -\\matin du premier jour
1895,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7092&lg=f,alsa-m,Mohamad Alsari,H,Syria,Gâteau rond\\la lune \\sur ta fenêtre
1896,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5393&lg=f,fetu-p,Patrick Fetu,H,France,démarche féline\\à chacun de ses pas\\la soie chuchote
1897,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=1936&lg=f,quin-p,Philippe Quinta,H,France,La luciole/au fond du bocal fermé/s'est éteinte
1898,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=2078&lg=f,cesa-jc,Jean-Claude César,H,France,le trou de la sécu-\\le chemisier rose pale\\de la pharmacienne
1899,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5158&lg=f,holl-m,Mark Holloway,H,UK,Mousse sur les tuiles\\du toit. D'abord un chat\\puis un autre
1900,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=35&lg=f,chev-h,Henri Chevignard,H,France,multicolore\\la lessive des voisins - \\pommiers en fleurs
1901,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5833&lg=f,dufl-m,Michel Duflo,H,France,longue douche –\\les tout derniers instants\\de la savonnette
1902,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=4179&lg=f,dute-d,Danièle Duteil,F,France,toute la nuit\\la pluie sur la vitre\\des moutons plein la tête
1903,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6102&lg=f,sang-r,Rahmatou Sangotte,F,France,caramels mous -\\sur ma peau la morsure\\des grêlons
1904,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5618&lg=f,hoar-v,Vincent Hoarau,H,France,cent feuilles rouges\\tombées sur le sol -\\le froid de novembre
1905,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6274&lg=f,duc-h,Hélène Duc,F,France,ma mère m’appelle\\par le prénom de ma soeur morte\\retour des oies sauvages
1906,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=1469&lg=f,rais-c,Carol Raisfeld,F,USA,sur sa nuque\\des gouttes de pluie\\que je suis doucement vers le bas
1907,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6514&lg=f,darn-b,Brian Austin Darnell,H,USA,"quelque soit le temps,\\son doux sourire – \\le bouddha du jardin"
1908,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=2412&lg=f,quin-p,Philippe Quinta,H,France,Nuit blanche ~\\Jusqu'au rouge sur le mur\\du moustique
1909,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5740&lg=f,hoar-v,Vincent Hoarau,H,France,brouillard d'hiver -\\se chauffer à la voix\\de Bessie Smith
1910,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=4279&lg=f,serj-d,David Serjeant,H,UK,la voiture de police ralentit -\\des renards de banlieue\\pillant les poubelles
1911,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=1836&lg=f,vass-f,Franck Vasseur,H,France,plongés dans le noir\\à la lueur de la flamme\\juste les gros titres
1912,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6156&lg=f,alsa-m,Mohamad Alsari,H,Syria,ablation du sein\\entre la vie et la mort\\le tatouage du papillon
1913,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5593&lg=f,gabr-d,Damien Gabriels,H,France,soleil d'octobre -\\l'éclair d'un rouge-gorge\\dans le grand pin noir
1914,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5653&lg=f,naga-l,Louis Nagara,H,France,ne pas faire son lit\\le défaire\\jour de retour
1915,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5515&lg=f,gabr-d,Damien Gabriels,H,France,pneus regonflés -\\le grain de la route\\chante juste
1916,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=503&lg=f,sprite, sprite,?,England,première neige\\le demandeur d'asile\\pense au pays
1917,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=4642&lg=f,gabr-d,Damien Gabriels,H,France,éclaircie -\\un papillon blanc\\traverse la rue
1918,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=2244&lg=f,bala-i,Israel Balan,H,Mexico,lumière de l'an neuf --\\poussière d'un jour\\sur mon clavier
1919,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7075&lg=f,creu-c,Coralie Berhault Creuzet ,F,France,neige fraîche...\\je change\\de rouge à lèvres
1920,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5542&lg=f,holl-m,Mark Holloway,H,UK,"Lourdes les têtes de tournesols noircis, je me demande, combien de temps me reste."
1921,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5959&lg=f,quin-p,Philippe Quinta,H,France,nuit d'hiver -\\la tisane\\pissée cinq fois
1922,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=4007&lg=f,kolo-a,Angelika Kolompar Renville,F,Canada,"Un autre jour sans lui\\elle regrette toutes ces petites choses\\toujours, le soleil se lève"
1923,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5460&lg=f,gabr-d,Damien Gabriels,H,France,premières chaleurs -\\un moineau visite\\les gouttières du quartier
1924,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6363&lg=f,holl-m,Mark Holloway,H,UK,étincelles\\dans la chaleur du bleu\\des libellules
1925,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5291&lg=f,kolo-a,Angelika Kolompar Renville,F,Canada,Lourde pluie de mars\\les jonquilles laissent pendre leurs têtes\\mes pensées lourdes
1926,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6647&lg=f,tome-s,Serge Tomé,H,Belgique,fil barbelé\\entre le veau et moi\\regards
1927,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7897&lg=f,lahl-m,Meryem Lahlou,F,Maroc,Le vent traverse le jardin.\\Sur la corde à linge.\\Toutes mes robes sont enceintes.
1928,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5632&lg=f,dumo-g,Gérard Dumon,H,France,partout sous ses pas\\une chiffonnade de feuilles\\l'odeur de la vie
1929,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5563&lg=f,gabr-d,Damien Gabriels,H,France,sentier côtier -\\le clapotis de l'eau\\dans la gourde
1930,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5862&lg=f,alsa-m,Mohamad Alsari,H,Syria,Le village abandonné\\de la poignée de la porte\\des gouttes de pluie tombent
1931,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5749&lg=f,serj-d,David Serjeant,H,UK,givre\\sur les restes d'un feu d'artifices\\jour du nouvel an
1932,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=1000&lg=f,chev-h,Henri Chevignard,H,France,Ma laitue -\\choisie par mon épicier\\et tant de moucherons !
1933,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=4891&lg=f,mena-pd,Paul David Mena,H,USA,dégel de mi-hiver --\\intact\\un ticket de loterie
1934,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7990&lg=f,colp-v,Virginie Colpart,F,France,canicule\\sous nos corps immobiles\\la moiteur du lit
1935,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7896&lg=f,gabr-d,Damien Gabriels,H,France,décès de ma grand-tante -\\un papillon blanc\\traverse le jardin
1936,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=8005&lg=f,gabr-d,Damien Gabriels,H,France,odeur de paille sèche -\\les lumières d'une moissonneuse\\au fond de la nuit
1937,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6914&lg=f,bikko, Bikko,H,France,courses de Noël\\des enfants dans les gravats\\plein les écrans
1938,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6428&lg=f,dudo-d,Denise Dudon,F,France,nuit à la fenêtre\\constellations d'été\\odeur de la citronnelle
1939,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=323&lg=f,cayr-a,André Cayrel,H,France,après l'orage\\tout le monde en bave\\même l'escargot
1940,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=4790&lg=f,bilq-b,Bill Bilquin,H,Belgique,fontaine vidée\\portée par le vent d'automne\\l'odeur de vase
1941,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=144&lg=f,bilq-b,Bill Bilquin,H,Belgique,lentement\\le scarabée avance\\tempête de juin
1942,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6205&lg=f,wart-j,Julie Warther,F,USA,ponctuant\\une nuit sans lune\\les cris des oies
1943,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6546&lg=f,cesa-jc,Jean-Claude César,H,France,changement climatique____________\\quelques soutiens gorges léopards______ font leur apparition
1944,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6738&lg=f,dumo-g,Gérard Dumon,H,France,fin de journée \\là-haut les mouettes\\encore au soleil
1945,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=3658&lg=f,gabr-d,Damien Gabriels,H,France,la lune\\dans une flaque\\- presque pleine
1946,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7999&lg=f,mare-g,Gérard Maréchal,H,France,chaleur moite-\\dans le potager l'éclat\\d'une luciole
1947,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=1690&lg=f,pani-f,Francis Panigada,H,France,Place Saint Pierre\\Devant des vitrines d'objets religieux\\Dorment des sans abri
1948,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=3359&lg=f,hoar-v,Vincent Hoarau,H,France,ciel sans nuage\\sous ma main la fraîcheur\\des azulejos
1949,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5063&lg=f,holl-m,Mark Holloway,H,UK,ciels gris  les dernières roses roses de notre voisin par-dessus la clôture
1950,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5321&lg=f,kolo-a,Angelika Kolompar Renville,F,Canada,la voix du chanteur semble noire\\dans le café enfumé
1951,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5133&lg=f,holl-m,Mark Holloway,H,UK,double whisky\\quelque chose scintille\\dans le brouillard
1952,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5702&lg=f,cayr-a,André Cayrel,H,France,Chaud réveillon\\Seins au balcon\\Place aux frissons
1953,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=1526&lg=f,terr-a,Alain Terrienne,H,France,les deux moitiés\\d'un orvet
1954,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=1631&lg=f,chev-h,Henri Chevignard,H,France,Sortie en mer\\Le chat contre la frisette\\à l'abri du vent
1955,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=4897&lg=f,gabr-d,Damien Gabriels,H,France,sous un haïku\\d'hiver et de fumée blanche\\un insecte écrasé
1956,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=3216&lg=f,mena-pd,Paul David Mena,H,USA,lune bleue --\\je me tracasse mes enfants\\sont ce soir ?
1957,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=934&lg=f,vass-f,Franck Vasseur,H,France,Cerises en mars\\L'été toute l'année\\Au supermarché
1958,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6334&lg=f,wart-j,Julie Warther,F,USA,se joignant en silence\\à la conversation . . . \\les étoiles sur la prairie
1959,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6410&lg=f,lour-k,Karyn Louryan ,F,Belgique,saison des pluies\\— à défaut j'éclaire\\la bibliothèque
1960,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=2986&lg=f,quin-p,Philippe Quinta,H,France,matin d'hiver \\je vide louche après louche\\les cendres du poêle
1961,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7512&lg=f,gagn-c,Chase Gagnon,H,USA,lune automnale \\la brûlure du whiskey \\tu as laissée derrière toi
1962,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5993&lg=f,wart-j,Julie Warther,F,USA,Ides de mars\\célébrer le retour\\des busards
1963,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7653&lg=f,poir-j,Jimmy Poirier,H,Canada,repos dans la cour\\un peu de ciel\\dans son café
1964,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5930&lg=f,bilq-b,Bill Bilquin,H,Belgique,station de metro\\les publicités comme seule lumière\\le jour après les bombes
1965,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=2517&lg=f,bala-i,Israel Balan,H,Mexico,matin humide -\\une abeille flotte\\dans la fontaine
1966,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7633&lg=f,gabr-d,Damien Gabriels,H,France,toits blancs de givre -\\le pied de basilic\\calciné
1967,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=2411&lg=f,neko, nekojita,?,France,dans un grand sac\\deux tout petits lierres\\grimpent dans la rame
1968,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7757&lg=f,dufl-m,Michel Duflo,H,France,entre deux averses\\la bouteille de saint-julien\\commence sa décrue
1969,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=3816&lg=f,gabr-d,Damien Gabriels,H,France,mercredi des Cendres -\\la touffe de jonquilles\\s'apprête à fleurir
1970,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=2983&lg=f,hoar-v,Vincent Hoarau,H,France,le vent du nord\\jusqu'au bout de mes doigts\\au fond de mes poches
1971,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=3180&lg=f,sorl-w,William Sorlien,H,USA,chômage aujourd'hui\\une fourmi charpentier erre\\sans but
1972,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5562&lg=f,supo-l,Lucia Supova,F,Luxembourg,(jeune mère fatiguée -\\des feuilles brunes\\tombent des arbres verts)
1973,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6221&lg=f,hoar-v,Vincent Hoarau,H,France,rossignol -\\la maison de retraite\\écoute
1974,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=1416&lg=f,mena-pd,Paul David Mena,H,USA,après quatre heures de sommeil\\la neige légère\\emplit une tasse vide
1975,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=644&lg=f,kolo-a,Angelika Kolompar Renville,F,Canada,   (La couleur des iris bleus\\   change de nuance\\   pluie fine d'été)
1976,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7576&lg=f,mcdo-j,John McDonald,H,Scotland(UK),l'aube -\\pêcheur et araignée\\vérifient leurs filets
1977,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7172&lg=f,rhut-s,Sharon Rhutaseljones,F,Africa,des pots remplis de boutons\\un journal\\les choses qu'elle a laissées
1978,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=2306&lg=f,cres-jp,Jean-Paul Cresta,H,France,"Supermarché,\\la clocharde toute tordue\\a  le Parkinson"
1979,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=3420&lg=f,mena-pd,Paul David Mena,H,USA,(chaleur étouffante --\\de nos nouveaux voisins\\la dispute)
1980,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=2792&lg=f,quin-p,Philippe Quinta,H,France,vent de mer -\\d'une maison s'échappe\\la chanson du Titanic
1981,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=4240&lg=f,gabr-d,Damien Gabriels,H,France,après la pluie\\la pleine lune s'égoutte\\derrière la vitre
1982,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6652&lg=f,tome-s,Serge Tomé,H,Belgique,refermer le lit\\pour garder ta chaleur ...\\matin de brume
1983,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7888&lg=f,dumo-g,Gérard Dumon,H,France,vieux cimetière\\sur les restes d'une tombe\\pousse la cigüe
1984,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5312&lg=f,bala-i,Israel Balan,H,Mexico,elle regarde ses\\photos d'enfance\\mon amie plus vieille que moi
1985,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5855&lg=f,alsa-m,Mohamad Alsari,H,Syria,place du village\\le temps du bombardement est toujours\\sur l'horloge brisée
1986,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5488&lg=f,mcdo-j,John McDonald,H,Scotland(UK),soleil d'argent -\\une pièce de monnaie tombée\\dans le ruisseau
1987,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=3233&lg=f,mena-pd,Paul David Mena,H,USA,lune du loup --\\le chien\\ne veut pas rentrer
1988,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6551&lg=f,mcdo-j,John McDonald,H,Scotland(UK),sur le court de tennis\\une pleine lune\\... accrochée
1989,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7248&lg=f,creu-c,Coralie Berhault Creuzet ,F,France,saints de glace...\\dernière\\tétée
1990,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=1592&lg=f,bala-i,Israel Balan,H,Mexico,en chômage\\mais j'écris des haïku\\sur la pluie
1991,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5777&lg=f,dute-d,Danièle Duteil,F,France,doucement la lame\\sous la chair de la mangue\\soleil couchant
1992,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7727&lg=f,coud-b,Ben Coudert,H,France,heure d'hiver -\\je sucre un petit peu plus\\mon café
1993,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=2065&lg=f,quin-p,Philippe Quinta,H,France,"Au fond de la boîte\\Seuls, le nom et l'image\\du chocolat"
1994,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=4582&lg=f,gabr-d,Damien Gabriels,H,France,chemin de halage -\\le brouillard dissout\\le gris-bleu du héron
1995,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7444&lg=f,masm-s,Sarra Masmoudi,F,Tunisie,lune ronde\\à la porte la vieille égrène\\son chapelet
1996,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5624&lg=f,hoar-v,Vincent Hoarau,H,France,oublie tout ça ...\\regarde ... ton enfant marche\\dans la première neige
1997,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=3111&lg=f,hell-e,Eric Hellal,H,France,amitié estivale\\expliquer le Haïku -\\comme l'an dernier
1998,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=1098&lg=f,mena-pd,Paul David Mena,H,USA,premier gel --\\je taille\\ma barbe grisonnante
1999,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5501&lg=f,mcdo-j,John McDonald,H,Scotland(UK),gardien de nuit\\faisant ses rondes -\\pleine lune
2000,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=1020&lg=f,dela-b,Brigitte Delahaye,F,France,Le couteau\\au coeur de la pomme\\crissement de la neige
2001,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=2149&lg=f,quin-p,Philippe Quinta,H,France,Avant l'I.R.M.\\Elle dresse la liste\\de ceux qui sont morts
2002,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=928&lg=f,supo-l,Lucia Supova,F,Luxembourg,pleine lune de mars\\tout ça de nouvelles tombes?\\couvertes de fleurs
2003,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5634&lg=f,dute-d,Danièle Duteil,F,France,nuit blanche\\je rassemble les pétales\\des roses fanées
2004,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7039&lg=f,gabr-d,Damien Gabriels,H,France,nouvelle année -\\un autre calendrier\\au même clou
2005,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6371&lg=f,rivo-v,Valérie Rivoallon,F,France,décrue -\\elle chasse la mouche\\avec son soutien-gorge
2006,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=2133&lg=f,mena-pd,Paul David Mena,H,USA,équinoxe --\\deux citrons verts\\dans ma (pizza) margarita
2007,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7545&lg=f,gabr-d,Damien Gabriels,H,France,thé du soir\\la vitre de la cuisine\\voilée de vapeur
2008,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7170&lg=f,darn-b,Brian Austin Darnell,H,USA,"sortir\\pour une autre bûche -\\ah, les étoiles!"
2009,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7627&lg=f,hoar-v,Vincent Hoarau,H,France,lune des longues nuits -\\de l'horloge de la gare\\les aiguilles lentes
2010,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=3360&lg=f,hoar-v,Vincent Hoarau,H,France,jour tranquille\\il flotte sur le Tage\\une odeur de sardine
2011,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=8044&lg=f,gabr-d,Damien Gabriels,H,France,après les cris des chats\\à nouveau le silence\\de l'éclipse de lune
2012,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5116&lg=f,holl-m,Mark Holloway,H,UK,givre scintillant\\le lent arc bleu\\d'un busard
2013,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=1061&lg=f,lux-a,Angèle Lux,F,Canada,Solstice d'hiver --\\essence de mandarine\\dans l'eau de mon bain
2014,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6624&lg=f,alsa-m,Mohamad Alsari,H,Syria,Quelle rapidité\\Sous la montre arrêtée de ma mère\\Des battements de mon cœur
2015,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7667&lg=f,creu-c,Coralie Berhault Creuzet ,F,France,vieille ferme -\\de nouveaux ses lumières\\allumées
2016,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=4038&lg=f,gabr-d,Damien Gabriels,H,France,pluie fine -\\un papillon de nuit\\dans la moustiquaire
2017,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=1343&lg=f,fero-j,Jean Féron,H,France,Travaux à l'hosto\\le grutier opère par gestes.\\Très gros bistouri.
2018,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=1179&lg=f,supo-l,Lucia Supova,F,Luxembourg,un enfant scrute\\le visage mutilé--\\bruit de caisse
2019,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=1422&lg=f,mena-pd,Paul David Mena,H,USA,reflétant\\le paysage de graffitti\\la pluie de Soho
2020,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5366&lg=f,naga-l,Louis Nagara,H,France,nuit de mars \\écouter la pluie\\s'écraser sur les carreaux
2021,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7784&lg=f,masm-s,Sarra Masmoudi,F,Tunisie,froid piquant~\\une noix de crème fraîche \\dans la soupe d'ortie
2022,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5536&lg=f,quac-j,Jacques Quach,H,France,il se ha?e\\pour traverser le chemin\\l'escargot imprudent !
2023,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=56&lg=f,supo-l,Lucia Supova,F,Luxembourg,lumière du bureau\\une courte ombre\\autour de la pomme
2024,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=1923&lg=f,cham-d,Dominique Champollion,?,France,festival\\les insectes cabriolent\\sur la Grande Ourse
2025,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5713&lg=f,sprite, sprite,?,England,(Médaille en or\\sur le dos du bijou\\ma sueur)
2026,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5468&lg=f,wisd-j,John Wisdom,H,USA,après la dispute seulement le claquement des haricots grimpants
2027,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6721&lg=f,mare-g,Gérard Maréchal,H,France,"Abandonné,\\il cherche la voie lactée\\le rosier grimpant"
2028,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=925&lg=f,supo-l,Lucia Supova,F,Luxembourg,chambre surchauffée\\un tapis couleur pissenlit\\une coccinelle morte
2029,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=2667&lg=f,gabr-d,Damien Gabriels,H,France,dimanche des Rameaux -\\la pluie mouille doucement\\le buis du jardin
2030,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=2128&lg=f,quin-p,Philippe Quinta,H,France,Mouche dans le plat -\\Tant de délicatesse\\pour sécher ses ailes !
2031,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7525&lg=f,gabr-d,Damien Gabriels,H,France,nuit sans lune -\\une phalène flotte\\dans le bain d'oiseaux
2032,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7974&lg=f,jerb-r,Rachida Jerbi,F,Tunisie,saison de pluie _\\elle rentre sous le préau\\la corde à linge
