,url,id_auteur,auteur,sexe,pays,haiku
797,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=731&lg=f,supo-l,Lucia Supova,F,Luxembourg,film sur Matisse\\-- il coupe le papier bleu\\et le reflet de mon frère
798,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5674&lg=f,gabr-d,Damien Gabriels,H,France,ratissée\\avec les feuilles mortes\\l'aile d'un papillon
799,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=526&lg=f,cesa-jc,Jean-Claude César,H,France,Les ombres des entants\\d'un feu à l'autre-\\ciel étoilé
800,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6869&lg=f,beau-m,Micheline Beaudry,F,Canada,midi ensoleillé\\l'espace entre nous\\se remplit de chaleur
801,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=1349&lg=f,geer-m,Marius Geerts,H,theNetherlands,trempés\\dans le vieux marc\\on se câline --
802,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5528&lg=f,mcdo-j,John McDonald,H,Scotland(UK),Tai Chi -\\les chiens autour de lui aboyent\\...sentent-ils le tigre?
803,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=2889&lg=f,brul-g,Gilles Brulet,H,France,couchant d'automne -\\j'engloutis le dernier quartier\\de ma mandarine
804,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=638&lg=f,kolo-a,Angelika Kolompar Renville,F,Canada,   matin d'octobre\\   une nouvelle paire de bas de laine\\   dans mes pieds si froids
805,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7948&lg=f,mout-a,Abelhak  Moutachaoui Abdou,H,Maroc,Vent du nord\\vent du sud\\l'odeur de la mer dans les champs
806,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6628&lg=f,pell-l,Luce Pelletier,F,Canada,chercher la mélodie\\dans le grelet des grillons -\\nuit blanche
807,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6307&lg=f,gabr-d,Damien Gabriels,H,France,ménage de printemps -\\elle époussette en passant\\le crâne du Bouddha
808,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7375&lg=f,creu-c,Coralie Berhault Creuzet ,F,France,canicule -\\sur la terre sèche\\l'ombre du puits
809,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6668&lg=f,tome-s,Serge Tomé,H,Belgique,Route des Baleines\\ce rocher noir à bosse\\au ras de l'eau
810,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=4860&lg=f,mena-pd,Paul David Mena,H,USA,je dépoussière\\les lumières de Noël --\\lune gibbeuse
811,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=758&lg=f,vanm-r,Robert Van Muylder,H,Belgique,tout le ciel\\pour le peintre du dimanche\\-- avant l'orage
812,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=3205&lg=f,sorl-w,William Sorlien,H,USA,nuit de Noël\\le petit magasin du coin\\tarde à fermer
813,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7157&lg=f,somp-p,Patrick Somprou,H,France,Courbés sous l’averse\\les fleurs de la glycine\\tes seins plus lourds
814,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=3432&lg=f,mena-pd,Paul David Mena,H,USA,"lune décroissante --\\une affiche écrite à la main dit :\\""chien perdu"""
815,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=1711&lg=f,vanm-r,Robert Van Muylder,H,Belgique,une île\\sur papier glacé glissée\\sous la porte
816,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6128&lg=f,alsa-m,Mohamad Alsari,H,Syria,premières écritures\\sur le nouveau mur de l'école\\pluie de printemps
817,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=4995&lg=f,mena-pd,Paul David Mena,H,USA,vin amer --\\le moment pour cette conversation\\sur Maman
818,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=4153&lg=f,serj-d,David Serjeant,H,UK,le nom\\que je ne voulais pas voir -\\café amer
819,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7347&lg=f,lahl-m,Meryem Lahlou,F,Maroc,De l'été.\\‏Mes poches sont pleines.\\‏Le sable de la plage.
820,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=3985&lg=f,kolo-a,Angelika Kolompar Renville,F,Canada,visite à la clinique du cancer\\le jour se lève\\un hydravion attend
821,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=1063&lg=f,lux-a,Angèle Lux,F,Canada,Miel et café ~\\odeur corsée imprégnant\\les draps froissés
822,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7398&lg=f,masm-s,Sarra Masmoudi,F,Tunisie,je tonds la pelouse~\\l'ombre du palmier a déjà\\franchi la clôture
823,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6521&lg=f,darn-b,Brian Austin Darnell,H,USA,pont dans la nuit -\\j'essaie de me souvenir\\de notre dernier baiser passionné
824,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=2959&lg=f,py-d,Daniel Py,H,France,Enterrement :\\Combler les 17 pieds\\du haïku
825,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7197&lg=f,ligi-l,Lilas Ligier,F,France,Goût de saké~\\dans la brume parfois\\le parfum de ma mère
826,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=602&lg=f,dudo-d,Denise Dudon,F,France,brise dans le lierre\\deux couples de papillons\\se poursuivent sans bruit
827,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=3184&lg=f,sorl-w,William Sorlien,H,USA,tonnerre du soir\\un sans-abri\\rassure son chien
828,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6461&lg=f,lour-k,Karyn Louryan ,F,Belgique,journée torride\\à même la peau légère\\la robe en lin
829,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7654&lg=f,poir-j,Jimmy Poirier,H,Canada,flaque d'eau sur la grève\\son petit pied disparaît\\dans un nuage
830,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=2085&lg=f,quin-p,Philippe Quinta,H,France,Réunion du soir -\\La jeune femme d'en face\\croise les jambes
831,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6757&lg=f,mena-pd,Paul David Mena,H,USA,migration d'oies --\\personne ne leur demande\\d'où elles viennent
832,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6132&lg=f,alsa-m,Mohamad Alsari,H,Syria,ablation du sein\\entre la vie et la mort\\le tatouage du papillon
833,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5786&lg=f,mair-ma,Marie-Alice Maire,F,France,Déshabillée\\elle parfume mes poignets\\la mandarine
834,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=1277&lg=f,bilq-b,Bill Bilquin,H,Belgique,haïku\\écrit dans le métro\\illisible
835,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=2243&lg=f,bala-i,Israel Balan,H,Mexico,place vide --\\il n'y a plus\\de lumières de Noël
836,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=738&lg=f,tuga-f,Francis Tugayé,H,France,"Au premier matin\\de l'année, une lanterne\\luit sur le sentier."
837,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=1659&lg=f,bala-i,Israel Balan,H,Mexico,lavant mes vêtements\\quelqu'un me regarde\\croissant de lune
838,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7307&lg=f,hoar-v,Vincent Hoarau,H,France,un galet rond -\\avant que vienne la nuit\\quelques ricochets
839,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5324&lg=f,macr-c,Carole MacRury,F,USA,étable silencieuse...\\la force soudaine\\de la pisse du cheval
840,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6366&lg=f,serj-d,David Serjeant,H,UK,grandir sa poupée favorite maintenant vit seule
841,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=3742&lg=f,kolo-a,Angelika Kolompar Renville,F,Canada,gris et pluvieux\\je vais avec ma mère\\à la maison de retraite
842,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=50&lg=f,rais-c,Carol Raisfeld,F,USA,carrefour\\le coeur brun\\d'une pomme
843,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=1683&lg=f,asun-i,Isabel Asunsolo,F,France,"Juno Beach-\\mon corps dans la mer,\\ma mère au bord"
844,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=977&lg=f,bilq-b,Bill Bilquin,H,Belgique,fraîcheur d'automne\\donner à manger à un enfant\\de quatre-vingts ans
845,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5844&lg=f,mena-pd,Paul David Mena,H,USA,sirènes de police --\\une autre nuit\\sans lune
846,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5686&lg=f,dufl-m,Michel Duflo,H,France,à califourchon\\sur ma motocyclette\\le vent d'hiver
847,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7066&lg=f,hoar-v,Vincent Hoarau,H,France,rêve de neige -\\dans l'air froid du matin\\une flûte de pan
848,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7296&lg=f,junc-m,Monique Junchat,F,France,Ascension\\un busard plane\\derrière le tracteur
849,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5353&lg=f,macr-c,Carole MacRury,F,USA,nettoyage de printemps . . . \\je peins sur\\les moustiques de l'an dernier
850,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=1023&lg=f,dudo-d,Denise Dudon,F,France,devant le poteau\\plus rien ni personne\\la gerbe
851,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6007&lg=f,quin-p,Philippe Quinta,H,France,hall d'aéroport -\\ils poussent les chariots\\de l'apocalypse
852,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=2304&lg=f,quin-p,Philippe Quinta,H,France,Dans le sable humide\\l'empreinte d'un seul pied nu -\\Printemps précoce
853,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7432&lg=f,creu-c,Coralie Berhault Creuzet ,F,France,nuit des étoiles -\\sur son dos nu\\la voie lactée
854,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6506&lg=f,darn-b,Brian Austin Darnell,H,USA,entre Cassiopée\\et moi -\\les feux d'artifices!
855,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5944&lg=f,hoar-v,Vincent Hoarau,H,France,l'heure du loup -\\les femmes de ménage\\s'enfoncent dans la nuit
856,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5787&lg=f,mair-ma,Marie-Alice Maire,F,France,Blanche\\comme un linceul\\la piste noire
857,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=2606&lg=f,macr-c,Carole MacRury,F,USA,poires d'hiver --\\manger autour\\des coups
858,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=1768&lg=f,sprite, sprite,?,England,vente de l'Aïd\\l'épicier Sikh\\ouvert plus tard que d'habitude
859,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7998&lg=f,jerb-r,Rachida Jerbi,F,Tunisie,matin d'été_\\la brise des dunes\\a un goût de figues mûres
860,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5231&lg=f,cham-d,Dominique Champollion,?,France,Naissance du jour\\un avion silencieux\\traverse la lune
861,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7826&lg=f,mout-a,Abelhak  Moutachaoui Abdou,H,Maroc,Neige de printemps-\\une lune dans le ciel\\une autre dans la flaque d'eau
862,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=4742&lg=f,naga-l,Louis Nagara,H,France,métro du matin \\cette odeur d'urine \\tenace
863,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=3238&lg=f,holl-m,Mark Holloway,H,UK,(gel intense --\\au creux de la poche de ma veste\\un verre roulé par la mer de l'été)
864,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=4275&lg=f,gabr-d,Damien Gabriels,H,France,double vitrage -\\le croissant de lune\\et son reflet
865,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5931&lg=f,pham-mt,Minh-Triêt Pham,H,France,journée de prévention routière –\\elle laisse entrevoir\\son string fluo
866,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7144&lg=f,rais-c,Carol Raisfeld,F,USA,la terre ramollie ...\\nous plantions des tulipes\\quand il m'aimait
867,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=1180&lg=f,supo-l,Lucia Supova,F,Luxembourg,pleine lune d`octobre\\sur les rails --\\le vent chaud
868,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=2893&lg=f,quin-p,Philippe Quinta,H,France,nuit d'hiver -\\ma poubelle va passer la nuit\\avec d'autres
869,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=27&lg=f,quer-p,Pascal Quero,H,France,matin de banlieue\\les escargots gagnent l'herbe\\de la voie ferrée
870,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7359&lg=f,masm-s,Sarra Masmoudi,F,Tunisie,pas un souffle\\dans l'immense plaine~\\étoiles filantes
871,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5294&lg=f,kolo-a,Angelika Kolompar Renville,F,Canada,"Cinq années de haïku\\dans une grande boite de carton\\dessus, le chat"
872,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=4918&lg=f,gabr-d,Damien Gabriels,H,France,matin silencieux -\\quelques gouttes de lait\\dans mon café noir
873,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5854&lg=f,alsa-m,Mohamad Alsari,H,Syria,Les jardins d'Alep en 2016\\même l'escargot\\a laissé sa coquille et s'est enfui
874,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=2292&lg=f,bala-i,Israel Balan,H,Mexico,j'attends le bus --\\au bout de la rue\\coucher de soleil
875,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=2289&lg=f,vanm-r,Robert Van Muylder,H,Belgique,avec un gros crayon -\\le prix\\des fraises
876,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=1709&lg=f,supo-l,Lucia Supova,F,Luxembourg,le Danube coule\\dans la direction de l'aube\\un blanc bateau
877,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=1092&lg=f,mena-pd,Paul David Mena,H,USA,m'observant\\dans la glace de la salle de bain\\une tache de vieillesse
878,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6417&lg=f,somp-p,Patrick Somprou,H,France,chaleur moite -\\au loin l'épaisse musique\\d'une fête foraine
879,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7041&lg=f,lonq-f,Françoise Lonquety,F,France,Au deuxième jour -\\les résolutions d'hier\\avec l'eau du bain
880,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5203&lg=f,bilq-b,Bill Bilquin,H,Belgique,le regard fuyant\\d'une ado sans maquillage\\premiers bourgeons
881,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6477&lg=f,mare-g,Gérard Maréchal,H,France,"Pluie de l'aube,\\les herbes sauvages\\couchées"
882,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7537&lg=f,masm-s,Sarra Masmoudi,F,Tunisie,le jour décline~\\l'absence du chat\\plus pesante
883,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=1839&lg=f,bala-i,Israel Balan,H,Mexico,lumières de Noël\\la silhouette des arbres\\dans le noir
884,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7283&lg=f,mout-a,Abelhak  Moutachaoui Abdou,H,Maroc,Fin de la tempête~\\de très loin\\l'aboiement d'un chien
885,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7960&lg=f,deho-p,Pascale Dehoux,F,France,Pieds dans le lac ~\\Autour de mes chevilles\\quelques nuages
886,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5860&lg=f,mare-g,Gérard Maréchal,H,France,"Nuit de gel,\\la douceur du navet long\\dans le pot-au-feu"
887,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5427&lg=f,supo-l,Lucia Supova,F,Luxembourg,journée nuageuse\\les jonquilles\\courbées vers le sol
888,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5517&lg=f,holl-m,Mark Holloway,H,UK,loupe de l'arbre\\l'été révèle\\mes vieilles cicatrices
889,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7547&lg=f,mena-pd,Paul David Mena,H,USA,dans les ruines\\de la maison des dunes\\les orchidées sauvages fleurissent
890,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7147&lg=f,dumo-g,Gérard Dumon,H,France,sonate de Bach\\le rouge à lèvres\\de la soliste
891,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=1473&lg=f,rais-c,Carol Raisfeld,F,USA,la poste\\livrée\\dans la pluie froide
892,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=539&lg=f,supo-l,Lucia Supova,F,Luxembourg,juin: un midi torride\\les joncs dans les pots à fleurs\\dans un moule à lac noir
893,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=4389&lg=f,gabr-d,Damien Gabriels,H,France,fracas des vagues -\\un galet ébréché\\remis à la mer
894,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6912&lg=f,mcdo-j,John McDonald,H,Scotland(UK),accrochés\\au fil barbelé\\de la laine et du vent
895,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=430&lg=f,beau-m,Micheline Beaudry,F,Canada,jardin zen\\les stèles émergent du sable\\un autre soldat mort
896,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=3765&lg=f,sorl-w,William Sorlien,H,USA,des voix au loin\\une mince croûte de glace\\persiste sur la neige
897,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=4762&lg=f,naga-l,Louis Nagara,H,France,signature anonyme\\vieilles empreintes de pigeon\\dans le ciment nu
898,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5665&lg=f,py-d,Daniel Py,H,France,pleine lune d'août\\son test de grossesse\\positif
899,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7426&lg=f,colp-v,Virginie Colpart,F,France,pyrale du buis\\mes haïkus sont envahis\\de papillons blancs
900,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5627&lg=f,asun-i,Isabel Asunsolo,F,France,Glisser l'errata\\dans les haïkus pour la Paix\\- Lune presque pleine
901,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=1838&lg=f,bala-i,Israel Balan,H,Mexico,championnat de foot\\la lune d'hiver\\sur le stade
902,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=4466&lg=f,gabr-d,Damien Gabriels,H,France,à chaque passage\\de la chauve souris\\une nouvelle étoile
903,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=2042&lg=f,quin-p,Philippe Quinta,H,France,Passage piéton\\Petite fille en tutu\\avec des galoches
904,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=3858&lg=f,kolo-a,Angelika Kolompar Renville,F,Canada,Des moines Bouddhistes discutent\\au 49ème jour du désastre\\cherchant des âmes perdues
905,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=501&lg=f,py-d,Daniel Py,H,France,Au pied du lampadaire\\un sapin de janvier
906,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=4857&lg=f,mena-pd,Paul David Mena,H,USA,cour de récré abandonnée --\\le graffiti\\s'estompe
907,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6966&lg=f,hoar-v,Vincent Hoarau,H,France,fièvre de Noël -\\loin de l'hypermarché\\ce petit chemin de boue
908,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6524&lg=f,naga-l,Louis Nagara,H,France,au réveil\\s’enlacer et l’entendre \\l’averse d’été
909,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=876&lg=f,cesa-jc,Jean-Claude César,H,France,Samedi soir-\\un long moment à tailler\\des crayons de couleur
910,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7097&lg=f,gabr-d,Damien Gabriels,H,France,Café en terrasse ~\\au fond de ma cuillère \\le bleu du ciel
911,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=749&lg=f,vanm-r,Robert Van Muylder,H,Belgique,Dans le hall\\Les parapluies ouverts\\A l'envers
912,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5061&lg=f,holl-m,Mark Holloway,H,UK,une plume bleu-noir brille avec la pluie une autre ecchymose inexpliquée
913,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6415&lg=f,quin-p,Philippe Quinta,H,France,chemin d'été -\\même le papillon\\a une ombre
914,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=1324&lg=f,didy, Didymus,?,France,Le premier orage\\Un lac piqueté de gouttes\\Poussière mouillée
915,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7827&lg=f,mcdo-j,John McDonald,H,Scotland(UK),de retour de guerre -\\une empreinte\\dans la neige
916,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7567&lg=f,masm-s,Sarra Masmoudi,F,Tunisie,deux bottes de blettes\\dans le tchich* ~\\jour pluvieux
917,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=1118&lg=f,mena-pd,Paul David Mena,H,USA,nuit de noces\\les parents de la mariée\\dans des lits séparés
918,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5697&lg=f,mare-g,Gérard Maréchal,H,France,L'automne est parti\\cette nuit et ce matin\\l'été d'une mangue
919,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=3785&lg=f,mena-pd,Paul David Mena,H,USA,[premier décembre ---\\les bandes délimitantes de la police se cramponnent\\à la grange brûlée]
920,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=464&lg=f,rais-c,Carol Raisfeld,F,USA,(au point du jour ...\\en buvant à petites gorgées un café amer\\nous refaisons la nuit)
921,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=3178&lg=f,sorl-w,William Sorlien,H,USA,quel jour est-ce ?\\le metronome ramasse la poussière\\dans le coin
922,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5646&lg=f,quac-j,Jacques Quach,H,France,elle attend en haut\\de l'escalier du métro\\- la lune
923,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6445&lg=f,rais-c,Carol Raisfeld,F,USA,route côtière...\\les spinnakers gonflés\\de soleil
924,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6301&lg=f,mena-pd,Paul David Mena,H,USA,veillant sur\\la pelouse de banlieue\\un Bouddha souriant
925,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5516&lg=f,holl-m,Mark Holloway,H,UK,avec le recul\\un champ\\de chaumes coupés
926,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6414&lg=f,quin-p,Philippe Quinta,H,France,soir d'été -\\les derniers jours\\du champ de blé
927,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6803&lg=f,mena-pd,Paul David Mena,H,USA,au coeur de l'automne --\\une rangée\\de maisons de plage vides
928,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=2940&lg=f,py-d,Daniel Py,H,France,Fête des Rois\\les sapins\\à la rue
929,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6485&lg=f,darn-b,Brian Austin Darnell,H,USA,les ombres du lilas\\escaladent le mur du jardin;\\se glissent dans les bois
930,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6689&lg=f,cayo-f,France Cayouette,F,Canada,clafoutis aux cerises\\les gestes de ma mère\\sous les miens
931,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=3187&lg=f,supo-l,Lucia Supova,F,Luxembourg,coucher de soleil\\deux peupliers solitaires\\se penchent vers l'est
932,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=2591&lg=f,vanm-r,Robert Van Muylder,H,Belgique,"silence glacé\\janvier sur le lac -\\le ""O"" d'une carpe"
933,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7921&lg=f,hawk-j,John Hawk,H,USA,vieux bac à sable\\les mauvaises herbes\\ont toutes poussé
934,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5278&lg=f,pelt-m,Marcel Peltier,H,Belgique,Contre-jour -\\au loin un grand chien\\en liberté
935,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6028&lg=f,mena-pd,Paul David Mena,H,USA,neige sale\\le conducteur parle\\avec les écolières
936,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=4899&lg=f,nick-e,Eléonore Nickolay,F,France,au bout du fil\\de sa pelote grise\\la banlieusarde
937,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7445&lg=f,masm-s,Sarra Masmoudi,F,Tunisie,jour de rentrée~\\le silence tombe \\sur le mûrier
938,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=2656&lg=f,dute-d,Danièle Duteil,F,France,douceur printanière\\les oies sauvages se regroupent\\sans bruit
939,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5355&lg=f,cham-d,Dominique Champollion,?,France,cage aux lions\\grande ouverte la bouche\\de l'enfant
940,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6463&lg=f,dufl-m,Michel Duflo,H,France,plein été –\\la lumière aveuglante\\du bloc opératoire
941,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6643&lg=f,tome-s,Serge Tomé,H,Belgique,la file au feu rouge:\\un vol de cormorans passe\\-- vers le sud
942,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6180&lg=f,mena-pd,Paul David Mena,H,USA,nuit sans étoiles --\\mon pub favori perd\\sa patente
943,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7052&lg=f,gagn-c,Chase Gagnon,H,USA,café de minuit\\une cuiillère de sucre\\mélangée aux ténèbres
944,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=589&lg=f,chip-d,Dominique Chipot,H,France,Soir de carnaval\\Des confettis\\jusque dans le lit
945,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=1901&lg=f,brei-r,Richard Breitner,H,France,touffeur nocturne -\\la petite chienne se lève\\sous la voie lactée
946,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6120&lg=f,dufl-m,Michel Duflo,H,France,tout autour\\de la centrale électrique\\les lumières jaunes des champs de colza
947,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6300&lg=f,mena-pd,Paul David Mena,H,USA,honorer ceux qui ont servi\\en portant une tenue camouflage\\devant la TV
948,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7536&lg=f,wart-j,Julie Warther,F,USA,(qu'il fait lourd\\le manguier chargé\\d'iguanes)
949,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=4113&lg=f,macr-c,Carole MacRury,F,USA,les nuages se lèvent\\sur l'archipel\\lumière du matin
950,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=193&lg=f,bell-j,Janick Belleau,F,Canada,pour le goéland\\déjeuner de moucherons\\sur dos de baleine
951,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=3565&lg=f,serj-d,David Serjeant,H,UK,deux minutes de silence\\la lumière changeante\\d'un jour venteux
952,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6219&lg=f,hoar-v,Vincent Hoarau,H,France,vieille tuile ~\\j'emporte le toit\\du cloporte
953,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=390&lg=f,kolo-a,Angelika Kolompar Renville,F,Canada,Une fine brume\\couvre les hauts cèdres\\lunettes embuées
